id,wikipedia_id,url,question,correct,wrong1,wrong2,wrong3,wrong4,wrong5
40d0218a-bd79-4fbd-a169-a92fccc5f60c,100597,https://simple.wikipedia.org/wiki/Oil%20paint,In which period was oil paint first used in Europe for decorating shields?,Middle Ages,Renaissance,Ancient Greece,Baroque,Modern Era,Enlightenment
1f906372-4ee4-49f3-ba67-1d80091b5e3e,969135,https://simple.wikipedia.org/wiki/Creeslough%20explosion,What was the number of civilian deaths recorded in County Donegal in recent decades due to this explosion?,Ten civilian deaths,Eight civilian deaths,Five civilian deaths,Twelve civilian deaths,Four civilian deaths,Nine civilian deaths
79923260-8704-4006-9552-012bf365eca9,636281,https://simple.wikipedia.org/wiki/University%20of%20Sarajevo,What is one of the main objectives of the University of Sarajevo?,To raise the quality of studies.,To eliminate all current educational programs.,To create a university solely for technical fields.,To merge with other universities internationally.,To reduce the number of enrolled students drastically.,To promote only local culture without international representation.
bf1f865a-f544-4956-90c8-dc17ff85abcb,670270,https://simple.wikipedia.org/wiki/Brown-headed%20thrush,In which regions does the brown-headed thrush winter?,"Ryukyu Islands, Taiwan, Hainan and northern Philippines",Kurile Islands and northern Japan,Siberia and southern Korea,Vietnam and Cambodia,Northern India and southern China,Eastern Russia and Taiwan
5d83c1cf-18c4-4b4d-bf3d-6b3c3663de77,633046,https://simple.wikipedia.org/wiki/Masaz%C5%8D%20Nonaka,What was one of Masazō Nonaka's credited habits for his longevity?,Eating sweets,Exercising daily,Drinking green tea,Meditating regularly,Eating vegetables,Reading extensively
97c336de-3612-41bd-8edc-ce6fd7ac932c,38030,https://simple.wikipedia.org/wiki/Bladder,Which fluid is primarily stored in the urinary bladder?,Urine.,Blood.,Lymph.,Bile.,Saliva.,Sweat.
77f9e159-902c-4254-97bd-ffb7d20262c5,536678,https://simple.wikipedia.org/wiki/Institut%20sup%C3%A9rieur%20de%20l%27a%C3%A9ronautique%20et%20de%20l%27espace,What additional degree option does the TIME procedure provide?,A double master's degree,An associate degree,A single bachelor's degree,A diploma of advanced studies,A certificate in project management,An honorary degree
90d2d609-f737-43d7-9f52-e3698792306f,346556,https://simple.wikipedia.org/wiki/Delta%20Force,What is another name for the Army Special Forces?,Green Berets,Blue Berets,Red Berets,Gold Berets,Brown Berets,Black Berets
226fd364-d0ed-4448-99aa-4364e9e0ea9c,656850,https://simple.wikipedia.org/wiki/Paulo%20Maluf,What is the foundation of Paulo Maluf's political base?,Populism,Socialism,Liberalism,Conservatism,Progressivism,Authoritarianism
1d2db027-f2d4-4e53-861e-a154d3905617,382681,https://simple.wikipedia.org/wiki/Buchenwald%20concentration%20camp,How many Soviet prisoners of war were reported to have been shot and killed at Buchenwald?,"8,483","5,763","10,120","6,431","7,250","9,000"
0773c815-28b9-4d6c-910b-7fc3d6260d79,746922,https://simple.wikipedia.org/wiki/Democrats%20Abroad,What is the official organization for citizens living abroad representing the Democratic Party?,Democrats Abroad,Americans Abroad,Democratic Expatriates,Global Democrats,Democratic International,US Citizens Abroad
004ab913-bf72-40ca-baf2-d4d63e411b96,720161,https://simple.wikipedia.org/wiki/I%20Bought%20a%20Vampire%20Motorcycle,What does Noddy dream about receiving from the inspector?,Buzzer's head in a bag,a trophy carved from wood,a mysterious map,a bottle of whiskey,a bag of jewels,a cursed object
e18532a2-2894-41de-a13a-85c54c6730f1,525388,https://simple.wikipedia.org/wiki/Ritornello,In what manner does a ritornello return in Vivaldi's work?,"It may be a partial version, sometimes varied.",It always returns as a complete repetition.,It is discarded after the initial appearance.,It is altered completely into a new theme.,It uses different instruments each time.,It repeats with a different tempo.
09e8a0c1-f0f9-4289-8898-33ca42b0c458,808173,https://simple.wikipedia.org/wiki/Hypergamy,What do some analysts believe about female ancestors?,People have twice as many female ancestors as male ancestors.,People have an equal number of female and male ancestors.,People have more male ancestors than female ancestors.,People have only male ancestors.,People have only female ancestors.,People have a varying number of ancestors based on socioeconomic status.
423fcb9d-df89-4691-97d0-4afb9b413023,655138,https://simple.wikipedia.org/wiki/Aloe%20Blacc,What is the birth date of Aloe Blacc?,"January 7, 1979","February 6, 1978","March 7, 1980","December 8, 1979","January 8, 1978","January 7, 1980"
19800f2b-3326-43fa-923e-a104499676b2,1030917,https://simple.wikipedia.org/wiki/Rude%20Boy%20USA,Who is one of the main characters in Rude Boy USA?,Bernie 'Banks' Rhodos,Benny 'Pockets' Racedown,Boris 'Beef' Radcliffe,Brad 'Blaze' Reynolds,Brian 'Brass' Reddington,Billy 'Bash' Reinhardt
e710afc9-b7d3-4ece-9e59-d855acba989f,280737,https://simple.wikipedia.org/wiki/Ivory%20%28wrestler%29,"What was the name of the faction that Ivory joined, known for censoring content?",Right to Censor,The Nation of Domination,D-Generation X,The Four Horsemen,The Corporation,The NWO
7b3b60d4-abc9-40f0-bbac-7a36dd453878,1017080,https://simple.wikipedia.org/wiki/Tajuddin%20Ahmad,When was Tajuddin Ahmad born?,23 July 1925,15 August 1923,10 October 1926,1 January 1925,5 March 1924,30 December 1925
4e7bf23c-8690-4295-bcec-34fde45cc0d7,307613,https://simple.wikipedia.org/wiki/Eagle%20ray,What is the tail of an eagle ray compared to?,A whip,A snake,A rope,A spear,A vine,An arrow
dd661fb9-05d7-4880-b49a-cbaaf70daa98,8644,https://simple.wikipedia.org/wiki/Marti%20Webb,For which production did Marti Webb recently return after it was revamped?,Tell Me on a Sunday,Cats,The King and I,Godspell,The Goodbye Girl,Annie
cb545b53-b64d-4675-9a2b-e0aab8c1589e,80968,https://simple.wikipedia.org/wiki/Johann%20Gottfried%20Galle,Who assisted Johann Gottfried Galle in viewing Neptune?,Heinrich Louis d'Arrest,Urbain Le Verrier,Albert Einstein,Johannes Kepler,Galileo Galilei,Klaus Möller
b232ae57-6296-4cf9-bfef-b0c62362eda8,1058779,https://simple.wikipedia.org/wiki/Ponos,Who is considered the mother of Ponos?,The primordial goddess Nyx.,The goddess Hera.,The goddess Demeter.,The goddess Athena.,The goddess Artemis.,The goddess Hestia.
b0213b62-5354-49dc-800d-95441378671b,11583,https://simple.wikipedia.org/wiki/Tommy%20Tutone,What was Tommy Tutone's last studio album as of 1998?,Tutone.rtf,Nervous Love,National Emotion,Tommy Tutone 2,867-5309/Jenny,Which Man Are You
3ed9a7f1-a02d-4ba2-a770-c68a84b49f4e,397454,https://simple.wikipedia.org/wiki/Benjamin%20O.%20Davis%20Jr.,What was Benjamin O. Davis Jr.'s military rank at the time of his advancement to four-star general?,Brigadier General,Colonel,Major General,Lieutenant General,Chief Warrant Officer,Captain
604696a7-0088-42d6-834f-2b1ed66402fc,285513,https://simple.wikipedia.org/wiki/George%20Mason%20University,In which state is George Mason University located?,Virginia,Maryland,West Virginia,North Carolina,Pennsylvania,Delaware
b6a1ed41-340c-40b5-a039-17f81fb1155d,771308,https://simple.wikipedia.org/wiki/Floyd%20Lee,What type of music was Floyd Lee known for?,Blues music,Jazz music,Rock music,Folk music,Classical music,Pop music
d410d4cb-9120-44d6-a4c7-ec4d074fd218,580560,https://simple.wikipedia.org/wiki/History%20of%20the%20St.%20Louis%20Browns,How long did the St. Louis Browns exist as a team?,51 years,49 years,53 years,48 years,50 years,52 years
6f6c274e-798e-4e52-bbb4-6c2f0a5083e3,912591,https://simple.wikipedia.org/wiki/Victor%20Yerrid,For which company is Victor Yerrid known for his puppeteering work?,The Jim Henson Company,The Disney Company,The Sesame Workshop,The Muppets Studio,The Cartoon Network,The Nickelodeon Network
b7ae9ffa-f946-423a-a84b-f438c4799bf6,604750,https://simple.wikipedia.org/wiki/Strange%20matter,What is a characteristic feature of strange matter?,It is liquid in form,It is solid in structure,It is gas-like under pressure,It is a crystalline material,It forms from electromagnetic forces,It is a plasma at room temperature
934088f6-b106-4585-a1c3-48efa667cffa,378133,https://simple.wikipedia.org/wiki/Jimmy%20Doolittle,What did Alec Baldwin portray Doolittle in?,Pearl Harbor,Doolittle Raid,The Great Raid,Tora! Tora! Tora!,The Battle of Midway,Thirty Seconds Over Tokyo
70cb2d71-8a08-4101-9c77-ecac4ce9ef16,482961,https://simple.wikipedia.org/wiki/Sweden%20Box%20Open,In what country was the Sweden Box Open held?,Sweden,Norway,Finland,Denmark,Iceland,Germany
0238099f-33e5-4399-8da7-0ca18b0bd1e2,172107,https://simple.wikipedia.org/wiki/One-way%20function,What type of output does a one-way function produce?,A complicated output from a simple input.,An identical output to the input provided.,A predictable output with minimal variation.,A randomized output that cannot be recreated.,A simple output that is easily understood.,An output with multiple possible interpretations.
26dbc8a7-5175-4f5d-a5ab-c50f43c59933,25297,https://simple.wikipedia.org/wiki/Renaissance,What year is noted as the beginning of printed books in Europe?,Around 1440,Around 1340,Around 1500,Around 1600,Around 1400,Around 1200
13d97c0f-000a-4dc3-9d3e-a82287ff7795,982929,https://simple.wikipedia.org/wiki/Stephen%20%22tWitch%22%20Boss,In which television show was tWitch a co-host from 2014 to 2022?,The Ellen DeGeneres Show,The Tonight Show Starring Jimmy Fallon,The Kelly Clarkson Show,Late Night with Seth Meyers,The View,The Talk
0a695bc3-326d-48ce-9e67-8091d0d186c5,215955,https://simple.wikipedia.org/wiki/Atomic%20clock,What underlies the timekeeping of most clocks?,Counting movements back and forth.,Measuring temperature changes.,Tracking light waves.,Observing planetary motions.,Counting beats per minute.,Calculating energy consumption.
0ae0aace-3cbd-4b5f-b14d-6fd4c544fd3c,907836,https://simple.wikipedia.org/wiki/Telford%2C%20Tennessee,Who was a notable person from Telford?,Eliza McCardle Johnson,Sarah Polk,Mary Lincoln,Harriet Tubman,Michelle Obama,Eleanor Roosevelt
eb42935d-6de0-4b7b-8359-8ae087ced490,1054869,https://simple.wikipedia.org/wiki/Pieve%20del%20Cairo,What region is Pieve del Cairo located in?,Lombardy,Tuscany,Lazio,Emilia-Romagna,Liguria,Piedmont
192aa43c-d8a1-49b9-bbd5-2de12e2d6af1,5148,https://simple.wikipedia.org/wiki/April%2028,Who is the Spanish actress born in 1974?,Penélope Cruz,Bridget Moynahan,Anna Oxa,L'Wren Scott,Margo Dydek,Mary McDonnell
290ff215-2f02-4cd4-8192-1ec880c9ca65,466627,https://simple.wikipedia.org/wiki/Statue%20of%20Liberty%20National%20Monument,Which year did the national monument expand to include both islands?,1965,1955,1975,1985,1995,2005
48e8a34e-e3b6-42c3-bfee-080de8caa999,129074,https://simple.wikipedia.org/wiki/Lens,Which municipality is located in Belgium?,Lens (Belgium),Lens (Brussels),Lens (Flanders),Lens (Wallonia),Lens (Antwerp),Lens (Liège)
b0bba085-223b-49e2-bcba-288b69ca6a10,191772,https://simple.wikipedia.org/wiki/Wicket,How can batsmen interact with the wicket?,They can be out if it is broken by the ball,They can use it to score extra runs,They can throw it to each other during play,They can tap it for good luck,They can fix it during the game,They can pass through it on the field
54ca1d72-ef04-43aa-996c-30b981e58552,19928,https://simple.wikipedia.org/wiki/Sauce,What is the main purpose of a saucier in a kitchen?,To specialize in making sauces.,To prepare desserts exclusively.,To serve as the head chef for all dishes.,To manage the kitchen staff during service.,To focus solely on grilling meat.,To handle all vegetable preparation.
6b63d53d-1d9a-42c8-8021-5fad23d36126,932610,https://simple.wikipedia.org/wiki/May%202022%20Madjoari%20massacre,How many civilians were reported dead in the Madjoari massacre?,At least 50 civilians,At least 20 civilians,At least 100 civilians,At least 25 civilians,At least 75 civilians,At least 40 civilians
42a28b01-246a-4096-9743-1101d2e3198d,785146,https://simple.wikipedia.org/wiki/Culpeo,Is the culpeo considered to be threatened with extinction?,Overall not threatened,Always endangered,Constantly at risk of extinction,Extremely rare everywhere,Frequently overpopulated,Always protected by law
75797b33-2780-4ac2-8546-860f085f8916,1029220,https://simple.wikipedia.org/wiki/Indoor,What does the term 'indoor' primarily refer to?,the interior of a building,the exterior of a building,the outdoor environment of a city,public transport settings,natural landscapes,suburban developments
42c97ed3-842a-450d-b879-edd06d6518ae,11277,https://simple.wikipedia.org/wiki/Prayer,"How often is Islamic prayer, or salat, performed?",Five times a day,Three times a day,Once every morning,Every Sunday,Twice every day,Once a week
506f430b-c836-4e98-ab15-0a78941968bc,532649,https://simple.wikipedia.org/wiki/System%20of%20Rice%20Intensification,Which institution helped in the full testing and spread of SRI?,Cornell University.,Harvard University.,Stanford University.,Yale University.,University of California.,Massachusetts Institute of Technology.
5d250c0e-fe3e-4d00-8dd9-d6a05b879685,361895,https://simple.wikipedia.org/wiki/Andrew%20Koenig,What character did Andrew Koenig play on the sitcom Growing Pains?,Richard 'Boner' Stabone,Mike Seaver,Jason Seaver,Ben Seaver,Carol Seaver,David McCallister
f54bc394-c0f2-48c3-982b-a08c182c7d92,1058323,https://simple.wikipedia.org/wiki/Jadeja,What process did the Jadejas adopt to claim Rajput identity?,Rajputisation,Kshatriyatisation,Brahmanisation,Vaishya transformation,Marathisation,Sanskritisation
335c35c1-6f84-44bd-9bd1-5498e7157b56,647040,https://simple.wikipedia.org/wiki/2020%20New%20Zealand%20general%20election,What is the next general election expected to use for its boundaries?,Boundaries based on the 2018 census,Boundaries based on the 2019 census,Boundaries based on the 2016 census,Boundaries based on the 2020 election results,Old boundaries from previous elections,Boundaries based on public opinion
7054e31d-d1c8-4944-a1d0-b70a0a22505a,707331,https://simple.wikipedia.org/wiki/Jaime%20Lucas%20Ortega%20y%20Alamino,What is the birth date of Jaime Lucas Ortega y Alamino?,18 October 1936,19 October 1936,18 September 1936,20 October 1936,18 November 1936,17 October 1936
99fe6a7b-d7bc-4d47-87ee-7e7c12501d4a,205337,https://simple.wikipedia.org/wiki/Fur%20seal,Are fur seals considered a single taxonomic unit?,"No, they are not","Yes, they are",They are partially considered,They are a single species,They are a subfamily,They are a genus
320ff0dd-8c78-4fe9-8112-61eac8b9eb8d,629672,https://simple.wikipedia.org/wiki/Margaret%20Hamilton%20%28scientist%29,What position did Margaret Hamilton hold at MIT?,Director of the Software Engineering Division,Director of the Computer Science Department,Chief of Software Development,Lead Project Manager,Head of Engineering Research,Manager of Software Operations
033624fa-7d8b-4b49-b45b-f9d6321fe32f,1023439,https://simple.wikipedia.org/wiki/Nnamdi%20Azikiwe,What age did Nnamdi Azikiwe pass away?,91 years old,90 years old,92 years old,89 years old,93 years old,94 years old
51717258-ef11-44c4-9a70-4a6a836939c8,647615,https://simple.wikipedia.org/wiki/St%20Michael%27s%20Mount,What is the population of the parish of St Michael's Mount according to 2011 data?,35,25,45,55,20,30
8a0bdc2b-e8d8-4e53-bc35-c042400a911a,239803,https://simple.wikipedia.org/wiki/Taiping%20Rebellion,What was the cause of Hong Xiuquan's disillusionment with the Qing Dynasty?,Corruption and bribery,Military defeats,Cultural oppression,High taxes,Natural disasters,Foreign invasions
be45939c-93d3-47d9-879c-d37cdb36f38e,904531,https://simple.wikipedia.org/wiki/Abune%20Antonios,What happened to Abune Antonios in 2006?,Illegally removed from the church,Promoted to a higher position,Appointed as an advisor,Elected president of the church,Resigned voluntarily,Moved to another country
527e1dd9-561c-4f72-a9ab-fdc1c17b2b6c,551960,https://simple.wikipedia.org/wiki/Arrondissement%20of%20Limoges,Which commune is associated with the code 87119?,Pierre-Buffière,Panazol,Pageas,Puligny-sur-Vienne,Pluviergues,Vayres-sur-Vienne
87ba3a4f-c71d-4693-b4c7-77a885b73174,367799,https://simple.wikipedia.org/wiki/Born%20in%20the%20U.S.A.%20%28song%29,Which genre does 'Born in the U.S.A.' belong to?,Rock,Pop,Country,Hip Hop,Jazz,Blues
f798d748-5530-4cd8-95a8-f43658306a29,219062,https://simple.wikipedia.org/wiki/Volkswagen%20Vento,What type of vehicle is the Volkswagen Vento categorized as?,1990s automobiles,1980s automobiles,2000s automobiles,1970s automobiles,2010s automobiles,2020s automobiles
2d630c68-eb45-4c31-809a-91446d1ebdf1,536798,https://simple.wikipedia.org/wiki/Essential%20oil,Which plants are commonly extracted using solvent extraction?,Delicate plants like rose,Woodsy plants like pine,Robust plants like eucalyptus,Hardy plants like sage,Grass-like plants like lemongrass,Tropical plants like coconut
cfc03105-ad9c-4888-8c46-5a8be7433dba,736343,https://simple.wikipedia.org/wiki/Ji%C5%99%C3%AD%20Kyli%C3%A1n,What year did Jiří Kylián create the choreography for 'Sinfonietta'?,1978,1980,1975,1985,1991,1972
78892ca7-74f8-47d4-9c9f-de1c69ffe31d,983256,https://simple.wikipedia.org/wiki/Abhira,What is the primary language that prevailed in India during the period of 500 B.C. to 1 B.C.?,Pali,Sanskrit,Hindi,Brahmi,Prakrit,Urdu
f3591087-54d9-4dd7-847d-39a9598ba266,397878,https://simple.wikipedia.org/wiki/Edinburgh%20of%20the%20Seven%20Seas,What was the main purpose of the military garrison on Tristan da Cunha?,To guard against French attempts to rescue Napoleon,To establish a trade route,To conduct scientific research,To defend against pirate attacks,To explore new territories,To maintain local law and order
5eae0253-7c28-43b2-88f9-4ad1faa51c60,498449,https://simple.wikipedia.org/wiki/G%C3%A9lise,What is the total number of communes the Gélise flows through?,21 communes,15 communes,25 communes,30 communes,10 communes,18 communes
dc74ae35-7787-4e56-ab1e-92017d0dd10d,258402,https://simple.wikipedia.org/wiki/Avatar%3A%20The%20Last%20Airbender%20%28season%202%29,Who is the main character voiced by Dante Basco?,Zuko,Aang,Sokka,Toph,Katara,Mako
ed28aa12-d3c6-4de8-aa8d-8d7947103f62,471555,https://simple.wikipedia.org/wiki/Snake%20case,What is a variant of snake case with uppercase first letters?,Train-Case,Camel-Case,Pascal-Case,Dot-Case,Kebab-Case,Upper-Case
9499755b-4de2-4baa-8f57-1a46cacb0e2a,139897,https://simple.wikipedia.org/wiki/Saka,What period did the Sakas exist in from the Old Persian Period?,Middle Persian Period,Ancient Egyptian Period,Classical Greek Period,Roman Empire Period,Early Modern Period,Industrial Revolution Period
1a3177a3-4808-4158-a051-bbbbf66c02f6,58447,https://simple.wikipedia.org/wiki/Kumquat,Where did kumquats originate?,China,Japan,India,Korea,Thailand,Vietnam
c25ccf68-d9bf-4089-be0e-bd5844edad57,75437,https://simple.wikipedia.org/wiki/The%20Crucible,What decade was 'The Crucible' written in?,1950s,1960s,1940s,1970s,1980s,1990s
ab543668-92d2-42c5-af1a-db51d1c440ce,205586,https://simple.wikipedia.org/wiki/John%20Rolfe,When approximately was John Rolfe born?,Around 1585.,Around 1600.,Around 1570.,Around 1595.,Around 1610.,Around 1620.
45d4e2f4-12a3-489c-afaa-09c62c3a54b1,373243,https://simple.wikipedia.org/wiki/The%20Mall%2C%20Lahore,What is located near the Lower Mall?,Punjab Government Secretariat,Lahore Zoo,Lahore Gymkhana Club,Aitchison College,Bagh i Jinnah,Government House
27888192-5564-4345-887e-912e57fd0412,298419,https://simple.wikipedia.org/wiki/Perranzabuloe,What was the population of Perranzabuloe in the 2001 census?,"5,382","4,750","6,025","5,960","5,200","6,340"
787081b3-64d5-4451-a585-2128ebb6b1e6,930795,https://simple.wikipedia.org/wiki/Built%20environment,Which of the following best describes the built world?,"Artificial spaces where people live, work, and play.",Natural landscapes that facilitate recreation.,Clearings that support wildlife and plant growth.,Untouched areas that exist without human intervention.,Open fields that are not developed.,Rugged terrains that challenge human habitation.
8480f6e7-e15f-42d8-98d6-40d7d79cd5dd,714438,https://simple.wikipedia.org/wiki/Odawa,Which tribes were historically allied with the Odawa in the Council of Three Fires?,Ojibwe and Potawatomi,Cherokee and Choctaw,Iroquois and Sioux,Shawnee and Miami,Huron and Cree,Navajo and Zuni
47b3d751-7744-44ac-ad25-d2c1feeb6dff,403115,https://simple.wikipedia.org/wiki/1919%20Florida%20Keys%20hurricane,What was the hurricane's wind speed when it reached Category 4 levels?,Over the Florida Keys,Over southern Texas,Near Miami,Near Tampa,Near Orlando,Near Key West
81e934da-2896-4322-b4da-835f6fe8f17a,798818,https://simple.wikipedia.org/wiki/ArcelorMittal,What is the headquarters location of ArcelorMittal?,Luxembourg City,Geneva City,New Delhi,Paris,Berlin,Amsterdam
24721d2c-238f-4103-b802-0a719f4aea5b,665278,https://simple.wikipedia.org/wiki/IPhone%208,Which processor technology do iPhone 8 models use?,Faster processor for app loading,Slow processor for battery saving,Dual-core processor for efficiency,Custom processor for gaming,Standard processor for basic tasks,Quad-core processor for multitasking
c223e11e-ea2a-4198-b8b9-8bf5f9d5d005,347464,https://simple.wikipedia.org/wiki/Belarusian%20Democratic%20Republic,Which state was founded in 1919 after the Belarusian People's Republic?,Belorussian SSR,Belarusian Commonwealth,Belarusian Soviet Republic,Belarusian Democratic State,Belarusian Social Republic,Belarusian Autonomous Soviet Republic
3a8fd3d8-b407-45ff-8d79-50afb6713894,500855,https://simple.wikipedia.org/wiki/Abdel%20Rahman%20el-Abnudi,How many children did el-Abnudi have?,Two children,Three children,One child,Four children,Five children,No children
a87ab19f-2de4-4de4-93f4-3301a95d6da4,141469,https://simple.wikipedia.org/wiki/Jo%20Darr%20Gya%20Woh%20Marr%20Gya,Which year was the movie released?,1995,1996,1994,1993,1992,1991
64a3bdbd-b2a5-4ec3-8ce7-f6efa27c877b,775276,https://simple.wikipedia.org/wiki/Jay%20Street%E2%80%93MetroTech%20station,Which streets intersect at the Jay Street–MetroTech station?,"Jay Street, Willoughby Street, and MetroTech","Jay Street, Adams Street, and Bond Street","Willoughby Street, Smith Street, and Atlantic Avenue","Jay Street, Flatbush Avenue, and Myrtle Avenue","MetroTech, Livingston Street, and Fulton Street","Jay Street, Nassau Street, and Schermerhorn Street"
868856a2-505a-4fcb-8116-0819c7cc1db0,798613,https://simple.wikipedia.org/wiki/For%20Colored%20Girls%20Who%20Have%20Considered%20Suicide%20/%20When%20the%20Rainbow%20Is%20Enuf,How many women’s stories are told in the work?,seven,five,nine,three,eight,six
87c3546e-0d84-43a1-a3d7-02bf3ccde23d,1025199,https://simple.wikipedia.org/wiki/Starlight%20%28Muse%20song%29,What year was the song released?,2006,2004,2008,2010,2005,2007
e4f3d8f6-4b19-4933-a81c-60d129679f01,342177,https://simple.wikipedia.org/wiki/Argentine%20Senate,What change was made in the Argentine Senate in 1994?,Increased from 2 to 3 senators per province,Decreased from 3 to 2 senators per province,Increased from 1 to 2 senators per province,Changed voting age from 18 to 21,Increased the total number of senators to 100,Changed terms from 6 years to 4 years
6b4413d6-fcd8-4be5-bc94-82d1b9bbdceb,299644,https://simple.wikipedia.org/wiki/Stuart%20Highway,Name one town located on the Stuart Highway.,Alice Springs,Melbourne,Brisbane,Perth,Hobart,Sydney
889f9f2d-067b-49ab-af1a-04f025f82db8,860430,https://simple.wikipedia.org/wiki/Sex%20Discrimination%20Act%201975,What additional area did the Act cover related to goods and services?,Provision of goods and services,Selling consumer products,Manufacturing goods,Distribution of resources,Transport services,Supply chain management
739f40b8-a6eb-42ad-a18e-07230f9b1130,785235,https://simple.wikipedia.org/wiki/S%C3%A1lvio%20Dino,Which Brazilian state was Sálvio Dino born in?,Maranhão,São Paulo,Pernambuco,Bahia,Ceará,Rio de Janeiro
2595784b-1963-4b89-8031-8a23958cea38,858696,https://simple.wikipedia.org/wiki/Kashmir%20markhor,Which valley is home to some Kashmir Markhor populations?,Neelum Valley,Kashmir Valley,Indus Valley,Swat Valley,Chitral Valley,Panjal Valley
d310404a-8e6e-49b3-98ba-1e1770e85750,421813,https://simple.wikipedia.org/wiki/The%20Simpsons%3A%20Road%20Rage,Which console was NOT a platform for The Simpsons: Road Rage?,Xbox One,Game Boy Advance,Nintendo GameCube,PlayStation 2,Xbox,PC
191435ce-0d5a-4b33-bea2-d070f6b27a0a,452769,https://simple.wikipedia.org/wiki/Karl%20Harris,On which date did Karl Harris pass away?,3 June 2014,3 June 2015,3 July 2014,4 June 2014,2 June 2014,3 August 2014
f9249521-45c3-4299-88a3-801e5f8e254b,430126,https://simple.wikipedia.org/wiki/Zero%20tolerance,What type of items may be subject to zero tolerance in certain schools?,Any type of knife.,Only certain types of utensils.,Electronic devices like phones.,Chewing gum and candy.,Backpacks with logos.,Clothing with offensive prints.
b7a2a2c5-ebea-4e95-8540-035f0dba72eb,856684,https://simple.wikipedia.org/wiki/Macross%20Plus%3A%20Game%20Edition,What type of media does Macross Plus Game Edition use for animated scenes?,Excerpts from the OVA,Original animated segments,Full-length episodes,Film adaptations,Promotional videos,Behind-the-scenes footage
d15f28e8-0e53-40bf-937a-66cac8b4e86c,20075,https://simple.wikipedia.org/wiki/1688,Which event began on November 5 in this year?,The Glorious Revolution begins.,The English Civil War begins.,The American Revolution begins.,The French Revolution begins.,The Protestant Reformation begins.,The War of the Spanish Succession begins.
d21bf146-5f07-4ca0-ac90-2a3689a2ffc0,534489,https://simple.wikipedia.org/wiki/Albert%20Edelfelt,In which city did Albert Edelfelt study and exhibit?,Paris,Berlin,Helsinki,Stockholm,Copenhagen,Vienna
7aa4e921-c271-43fb-8b77-5c8ed3e09432,401115,https://simple.wikipedia.org/wiki/Pontic%20Greek%20genocide,What did the attackers use to prevent American witnesses?,They took paints.,They built barricades.,They set up checkpoints.,They created diversions.,They used smoke bombs.,They threw nets over the area.
b04a287b-3000-4983-b062-de7b96c3f0b7,374005,https://simple.wikipedia.org/wiki/James%20Lovelock,What was one of the consequences Lovelock associated with the destruction of rainforests?,Weakening of Gaia's ability to control greenhouse gases,Increase in atmospheric oxygen levels,Growth of deserts in tropical regions,Enhancement of biodiversity,Stabilization of the climate,Reduction in ocean temperatures
fd08a367-d093-4361-b047-f089ebaa080d,806285,https://simple.wikipedia.org/wiki/Cranberry%20Township%2C%20Butler%20County%2C%20Pennsylvania,What is the population of Cranberry Township as of 2010?,"28,098 people","30,458 people","25,300 people","32,100 people","27,000 people","29,500 people"
45ef6d74-13de-4d82-a2ba-4b4c2698b4c4,815483,https://simple.wikipedia.org/wiki/Tom%20Prebble,On what date did Thomas Kenneth Prebble pass away?,17 January 2021,17 February 2020,17 January 2020,1 January 2021,17 March 2021,17 December 2021
36eb76aa-dba5-4c84-8ca5-41980cd239f0,191713,https://simple.wikipedia.org/wiki/Microsoft%20Bing,What is the new version of Bing called that launched in 2023?,the new Bing,Bing 2.0,Bing Pro,Bing Advanced,Bing NextGen,Bing Evolution
ae6ae5c9-2dd0-4f5b-b27b-863718ca481c,9895,https://simple.wikipedia.org/wiki/May%206,"Which actress, born in 1946, is from England?",Susan Brown,Emma Watson,Kate Winslet,Judi Dench,Maggie Smith,Helen Mirren
a6017659-dec4-44bf-a88a-8ca10c14ae0b,104350,https://simple.wikipedia.org/wiki/Super%20Smash%20Bros.,Which character is always fought last in Super Smash Bros.?,Master Hand,Captain Falcon,Kirby,Donkey Kong,Final Destination,Mewtwo
04da8751-8d5f-452e-b5fb-df4ae34c5d0f,8428,https://simple.wikipedia.org/wiki/March%204,What significant event began with the launch of Operation Claymore?,World War II,Korean War,Vietnam War,Cold War,World War I,Persian Gulf War
363460a9-a304-443b-84ee-5ed0ae6652d4,890088,https://simple.wikipedia.org/wiki/The%20Story,In what year was The Story released?,2001,2000,2002,1999,2003,2004
4af77784-75e7-4914-9c45-01b5c5a59fa3,406348,https://simple.wikipedia.org/wiki/Lance,What is a vamplate used for?,To prevent the hand from sliding up the shaft upon impact.,To increase the lance's weight for better impact.,To provide a decorative element on the lance.,To allow for better throwing accuracy.,To stabilize the lance during quick thrusting.,To attach the lance to the saddle.
b0b5099b-b23f-4707-aab7-ac5c95006e1c,855981,https://simple.wikipedia.org/wiki/Mohamed%20Amin%20Didi,How long did Mohamed Amin Didi serve as head of government?,"Between January 1, 1953, and August 21, 1953","Between January 1, 1954, and August 21, 1954","Between January 1, 1953, and July 21, 1953","Between December 1, 1952, and August 21, 1953","Between January 1, 1954, and August 21, 1952","Between January 1, 1953, and September 21, 1953"
a809ee73-48d1-4bf4-94f0-a2f5f85a450b,105624,https://simple.wikipedia.org/wiki/Level%20crossing,Why are level crossings considered dangerous?,there are many accidents,they are often deserted,they have poor visibility,they are located in remote areas,there are no trains operating,they do not have any signs
